,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Relationship_status,Education_status,Age,Total_kids,Family_members,Total_Mnt,Total_Purchases,Clusters
24,18589.0,0.0,0,89,1.9459101490553132,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,2.6390573296152584,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,53,0,1,4.330733340286331,6,0
25,53359.0,0.6931471805599453,1,4,5.159055299214529,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,1.6094379124341003,1.791759469228055,0.6931471805599453,1.6094379124341003,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,46,2,4,5.552959584921617,10,3
26,38360.0,0.6931471805599453,0,26,3.6109179126442243,1.0986122886681098,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.6094379124341003,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,33,1,3,4.882801922586371,7,0
27,84618.0,0.0,0,96,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,0.6931471805599453,1.9459101490553132,2.302585092994046,2.3978952727983707,2,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,Partner,Post_Graduate,57,0,2,7.422373700986824,25,2
28,10979.0,0.0,0,34,2.1972245773362196,1.6094379124341003,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.6094379124341003,1.0986122886681098,1.3862943611198906,0.0,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,33,0,1,3.4339872044851463,6,0
29,38620.0,0.0,0,56,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,0.6931471805599453,1.0986122886681098,1.791759469228055,1.3862943611198906,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,59,0,2,5.765191102784844,10,1
30,40548.0,0.0,1,31,4.709530201312334,0.0,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.6094379124341003,5,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,52,1,3,4.795790545596741,7,3
31,46610.0,0.0,2,8,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,1.9459101490553132,1.6094379124341003,0.6931471805599453,1.9459101490553132,6,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Post_Graduate,70,2,3,5.713732805509369,11,1
32,68657.0,0.0,0,4,6.180016653652572,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.1354942159291497,0.6931471805599453,1.3862943611198906,1.791759469228055,2.302585092994046,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,76,0,2,7.087573705557973,17,1
33,49389.0,0.6931471805599453,1,55,3.713572066704308,0.0,2.995732273553991,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,71,2,3,4.189654742026425,5,0
34,67353.0,0.0,1,37,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,1.791759469228055,1.791759469228055,1.9459101490553132,2.5649493574615367,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,52,1,3,6.81783057145415,23,1
35,23718.0,0.6931471805599453,0,76,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Undergraduate,46,1,3,4.406719247264253,6,0
36,42429.0,0.0,1,99,4.02535169073515,0.0,1.9459101490553132,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,49,1,2,4.219507705176107,5,0
37,48948.0,0.0,0,53,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,1.0986122886681098,2.0794415416798357,2.3978952727983707,1.791759469228055,6,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Post_Graduate,79,0,1,6.805722553416985,22,1
38,80011.0,0.0,1,3,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,1.0986122886681098,2.1972245773362196,1.9459101490553132,1.791759469228055,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,42,1,3,7.241366283322318,19,1
39,20559.0,0.6931471805599453,0,88,2.6390573296152584,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,37,1,3,3.9889840465642745,5,0
40,21994.0,0.0,1,4,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.0,0.0,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,65,1,3,3.1354942159291497,3,0
41,7500.0,0.6931471805599453,0,19,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681098,2.5649493574615367,1.3862943611198906,1.0986122886681098,0.0,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,47,1,3,3.4657359027997265,5,0
42,79941.0,0.0,0,72,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,0.6931471805599453,1.0986122886681098,1.6094379124341003,2.302585092994046,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,46,0,1,6.892641641172089,15,2
43,7500.0,0.0,0,24,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.3862943611198906,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Undergraduate,26,0,2,4.812184355372417,7,0
44,41728.0,0.6931471805599453,0,92,2.6390573296152584,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.6390573296152584,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,54,1,3,4.02535169073515,4,0
45,72550.0,0.6931471805599453,1,39,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,2.302585092994046,1.791759469228055,1.0986122886681098,2.5649493574615367,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,68,2,4,7.1853870155804165,19,3
46,65486.0,0.0,1,29,5.5053315359323625,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,2.70805020110221,0.6931471805599453,1.6094379124341003,1.0986122886681098,2.3978952727983707,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,65,1,2,6.230481447578482,16,1
47,79143.0,0.0,0,2,6.478509642208569,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,3.4965075614664802,0.6931471805599453,1.9459101490553132,2.302585092994046,2.6390573296152584,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,58,0,2,7.434847875211999,28,2
48,35790.0,0.6931471805599453,0,54,2.5649493574615367,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,45,1,2,4.290459441148391,5,0
49,82582.0,0.0,0,54,6.236369590203704,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,0.6931471805599453,1.6094379124341003,2.302585092994046,2.0794415416798357,1,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,Single,Graduate,45,0,1,7.388946097618437,20,2
50,66373.0,0.6931471805599453,1,57,5.796057750765372,2.302585092994046,4.8283137373023015,2.5649493574615367,3.2188758248682006,4.700480365792417,2.0794415416798357,1.6094379124341003,1.0986122886681098,2.3978952727983707,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,44,2,4,6.408528791059498,16,3
51,82384.0,0.0,0,55,6.892641641172089,3.9512437185814275,6.07073772800249,5.198497031265826,4.795790545596741,5.25227342804663,0.6931471805599453,1.3862943611198906,2.3978952727983707,2.6390573296152584,1,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,Partner,Post_Graduate,67,0,2,7.579678823090456,26,2
52,70287.0,0.0,0,30,5.69035945432406,3.58351893845611,6.180016653652572,4.804021044733257,4.795790545596741,3.713572066704308,0.6931471805599453,1.791759469228055,1.791759469228055,2.3978952727983707,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Graduate,56,0,1,6.9975959829819265,20,2
53,27938.0,0.6931471805599453,0,31,2.6390573296152584,0.0,2.1972245773362196,1.0986122886681098,0.6931471805599453,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341003,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,34,1,2,3.4011973816621555,5,0
54,55954.0,0.0,1,63,6.104793232414985,0.0,3.367295829986474,0.0,0.0,3.784189633918261,1.3862943611198906,2.1972245773362196,1.0986122886681098,1.9459101490553132,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,54,1,3,6.251903883165888,16,3
55,75777.0,0.0,0,12,6.569481420414296,3.295836866004329,6.289715570908998,4.248495242049359,2.6390573296152584,4.394449154672439,0.6931471805599453,1.3862943611198906,1.9459101490553132,2.4849066497880004,1,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,Single,Post_Graduate,40,0,1,7.271703706887368,20,2
56,66653.0,0.6931471805599453,1,18,6.115892125483034,2.9444389791664403,4.634728988229636,2.833213344056216,2.9444389791664403,1.9459101490553132,1.6094379124341003,1.6094379124341003,1.0986122886681098,2.5649493574615367,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,47,2,4,6.418364935936212,18,3
57,61823.0,0.0,1,26,6.261491684321042,2.0794415416798357,4.90527477843843,3.6375861597263857,2.70805020110221,5.135798437050262,1.6094379124341003,2.1972245773362196,1.0986122886681098,2.3978952727983707,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,70,1,2,6.785587645007929,20,1
58,67680.0,0.0,1,8,6.304448802421981,0.0,3.8918202981106265,0.0,1.9459101490553132,1.9459101490553132,0.6931471805599453,2.0794415416798357,1.3862943611198906,2.1972245773362196,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,71,1,2,6.408528791059498,18,1
59,70666.0,0.0,0,29,5.988961416889864,3.713572066704308,5.908082938168931,4.787491742782046,4.812184355372417,3.4339872044851463,0.6931471805599453,2.0794415416798357,1.6094379124341003,1.6094379124341003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,74,0,2,6.981934677156389,15,2
60,25721.0,0.6931471805599453,0,75,0.6931471805599453,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.9459101490553132,2.772588722239781,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Graduate,51,1,3,3.5553480614894135,4,0
61,32474.0,0.6931471805599453,1,0,2.3978952727983707,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,55,2,4,2.4849066497880004,3,0
62,88194.0,0.0,1,19,6.535241271013659,2.70805020110221,5.736572297479192,5.308267697401205,3.2188758248682006,3.6635616461296463,0.6931471805599453,2.4849066497880004,2.3978952727983707,2.3978952727983707,5,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,Single,Undergraduate,43,1,2,7.150701457592526,31,2
63,69096.0,0.0,1,4,5.5134287461649825,3.912023005428146,5.075173815233827,2.0794415416798357,4.418840607796598,4.700480365792417,0.6931471805599453,1.791759469228055,1.0986122886681098,2.3978952727983707,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,64,1,3,6.483107351457199,17,1
64,74854.0,0.6931471805599453,2,90,6.75343791859778,4.0943445622221,6.1903154058531475,4.07753744390572,3.4011973816621555,4.30406509320417,2.0794415416798357,1.0986122886681098,1.791759469228055,1.791759469228055,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,52,3,5,7.354362330421477,12,3
65,66991.0,0.0,0,1,6.208590026096629,3.6109179126442243,6.133398042996649,5.247024072160486,4.110873864173311,2.5649493574615367,1.3862943611198906,1.6094379124341003,2.1972245773362196,1.9459101490553132,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,68,0,2,7.134093721192866,18,1
66,65031.0,0.0,1,29,5.556828061699537,4.68213122712422,5.676753802268282,4.442651256490317,3.6375861597263857,4.465908118654584,1.6094379124341003,2.3978952727983707,1.3862943611198906,2.6390573296152584,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,63,1,3,6.761572768804055,26,1
67,60631.0,0.6931471805599453,1,88,6.338594078203183,1.9459101490553132,4.189654742026425,0.0,1.9459101490553132,2.995732273553991,1.791759469228055,2.302585092994046,1.0986122886681098,2.1972245773362196,7,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,47,2,4,6.495265555937008,19,3
68,28332.0,0.0,0,58,2.70805020110221,2.3978952727983707,2.6390573296152584,1.6094379124341003,2.772588722239781,2.302585092994046,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.6094379124341003,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,70,0,2,4.189654742026425,7,0
69,40246.0,0.6931471805599453,0,68,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,45,1,2,2.6390573296152584,3,0
70,75251.0,0.0,0,34,6.582025138892826,4.718498871295094,6.8308742346461795,4.584967478670572,2.9444389791664403,2.9444389791664403,0.6931471805599453,2.0794415416798357,1.9459101490553132,1.791759469228055,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Post_Graduate,50,0,2,7.544861068658458,18,1
71,75825.0,0.0,0,40,6.940222469119639,4.663439094112067,6.659293919683638,4.927253685157205,4.663439094112067,3.9512437185814275,0.0,1.791759469228055,2.1972245773362196,2.302585092994046,4,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Graduate,46,0,1,7.700747794511798,22,2
72,26326.0,0.0,0,12,0.6931471805599453,0.0,1.791759469228055,0.0,1.3862943611198906,2.302585092994046,0.6931471805599453,0.0,0.0,1.3862943611198906,3,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,Partner,Undergraduate,46,0,2,2.9444389791664403,3,0
73,56046.0,0.0,0,9,6.359573868672378,0.0,4.174387269895637,0.0,0.0,3.9512437185814275,1.0986122886681098,2.3978952727983707,0.6931471805599453,2.1972245773362196,8,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Graduate,57,0,2,6.541029999189903,19,1
74,29760.0,0.6931471805599453,0,87,4.174387269895637,1.6094379124341003,4.23410650459726,2.0794415416798357,1.791759469228055,2.8903717578961645,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,37,1,2,5.111987788356544,8,0
75,26304.0,0.6931471805599453,0,5,1.6094379124341003,0.6931471805599453,1.791759469228055,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,53,1,3,2.833213344056216,3,0
76,23559.0,0.6931471805599453,0,87,3.258096538021482,1.791759469228055,2.995732273553991,2.0794415416798357,0.0,3.1780538303479458,1.3862943611198906,1.3862943611198906,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Undergraduate,49,1,3,4.382026634673881,6,0
77,38620.0,0.0,0,56,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,0.6931471805599453,1.0986122886681098,1.791759469228055,1.3862943611198906,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,59,0,2,5.765191102784844,10,1
78,81361.0,0.0,0,18,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,0.6931471805599453,1.3862943611198906,2.3978952727983707,2.6390573296152584,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,35,0,1,6.658011045870748,26,2
79,29440.0,0.6931471805599453,1,95,2.8903717578961645,2.1972245773362196,2.70805020110221,2.3978952727983707,1.6094379124341003,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,1.6094379124341003,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,62,2,4,4.04305126783455,5,0
80,36138.0,0.6931471805599453,1,48,4.875197323201151,0.0,2.833213344056216,0.0,0.0,1.791759469228055,1.791759469228055,1.3862943611198906,0.6931471805599453,1.6094379124341003,7,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,52,2,4,5.0238805208462765,8,0
81,50388.0,0.0,1,3,5.680172609017068,1.9459101490553132,3.6375861597263857,0.0,1.3862943611198906,3.5553480614894135,1.6094379124341003,1.9459101490553132,0.6931471805599453,1.9459101490553132,7,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,Single,Graduate,65,1,2,5.921578419643816,13,1
82,79593.0,0.0,0,70,5.860786223465865,4.110873864173311,6.343880434126331,4.709530201312334,4.897839799950911,4.983606621708336,0.6931471805599453,1.791759469228055,1.9459101490553132,2.0794415416798357,2,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,Partner,Graduate,49,0,2,7.220373836723949,18,2
83,54178.0,0.0,1,79,4.912654885736052,2.302585092994046,3.6888794541139363,1.6094379124341003,0.0,2.0794415416798357,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.791759469228055,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,55,1,3,5.272999558563747,9,3
